Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
9224,2019-01-06 19:32:45,6597888193422452,fraud_Prosacco LLC,10,142.48,Bill,Lane,1,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,852774,1325878365,33.907998,-99.509118,0
9225,2019-01-06 19:33:48,4989847570577635369,fraud_Cormier LLC,5,140.17,Vanessa,Anderson,0,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,866961,1325878428,34.020055,-82.146022,0
9226,2019-01-06 19:34:15,3541160328600277,"fraud_Lesch, D'Amore and Brown",1,5.35,Jason,Singh,1,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,565731,1325878455,39.316523,-91.023986,0
9227,2019-01-06 19:34:37,6011438889172900,"fraud_Reichert, Huels and Hoppe",11,6.91,Allison,Allen,0,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,1128403,1325878477,33.813068,-90.556918,0
9228,2019-01-06 19:34:38,30235438713303,"fraud_Yost, Schamberger and Windler",7,99.23,James,Baldwin,1,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,200282,1325878478,38.516039,-81.243717,0
9229,2019-01-06 19:34:45,6011367958204270,fraud_Sawayn PLC,12,7.3,Tammy,Ayers,0,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,673064,1325878485,41.578581,-81.397571,0
9230,2019-01-06 19:35:50,6592074504369261,fraud_Champlin and Sons,6,194.95,Amanda,Molina,0,8425 Daniel Knolls Suite 288,Philadelphia,PA,19154,40.0897,-74.9781,1526206,Commercial horticulturist,1972-05-23,1235287,1325878550,39.345666,-73.979699,0
9231,2019-01-06 19:36:56,561942763351,fraud_Crona and Sons,7,100.31,Melissa,Brown,0,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986-03-14,1081346,1325878616,39.781072,-76.919875,0
9232,2019-01-06 19:37:02,38544312728630,fraud_Grimes LLC,0,62.58,Veronica,Burton,0,08932 Bonnie Stravenue,Bonita Springs,FL,34135,26.3771,-81.7334,51427,Claims inspector/assessor,1991-08-21,894237,1325878622,25.422167,-82.137162,0
9233,2019-01-06 19:37:31,180042946491150,fraud_Auer-West,11,633.05,Charles,Robles,1,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,550202,1325878651,26.840459000000003,-83.518693,0
9234,2019-01-06 19:37:52,6011231546538393,fraud_O'Connell-Ullrich,6,31.68,Johnny,Bennett,1,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,1287611,1325878672,41.367626,-74.050546,0
9235,2019-01-06 19:38:18,213193596103206,fraud_Terry Ltd,6,74.42,James,Hunt,1,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,1088625,1325878698,45.394155,-85.10477900000001,0
9236,2019-01-06 19:39:25,4294930380592,fraud_Terry Ltd,6,153.9,Misty,Rivera,0,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,461101,1325878765,36.490608,-80.733983,0
9237,2019-01-06 19:39:27,4629451965224809,fraud_Medhurst Inc,6,38.82,Karen,Warren,0,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,245910,1325878767,30.240634000000004,-84.021661,0
9238,2019-01-06 19:40:08,6011381817520024,fraud_Rolfson-Kunde,10,10.32,Kristen,Allen,0,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,451706,1325878808,41.994391,-103.998474,0
9239,2019-01-06 19:40:24,4585132874641,"fraud_Moore, Williamson and Emmerich",6,9.19,Karen,Gordon,0,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,1117726,1325878824,39.711807,-93.389109,0
9240,2019-01-06 19:42:11,4998109455173950,fraud_Morissette LLC,0,138.52,Mary,Pruitt,0,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,1149373,1325878931,38.260011,-94.200957,0
9241,2019-01-06 19:43:01,2383461948823908,"fraud_Hahn, Bahringer and McLaughlin",10,24.47,Patrick,Vaughan,1,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,941146,1325878981,43.629893,-70.44514699999999,0
9242,2019-01-06 19:45:06,213141712584544,"fraud_Pouros, Walker and Spencer",7,9.2,Margaret,Curtis,0,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,516195,1325879106,32.383247999999995,-90.64123,0
9243,2019-01-06 19:45:18,639023984367,fraud_Douglas-White,0,15.82,Destiny,Lowe,0,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,34083,1325879118,44.612962,-75.119,0
9244,2019-01-06 19:46:45,4294040533480516,fraud_Hammes-Beatty,7,24.58,Gail,Weaver,0,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,42727,1325879205,34.23213,-82.11403299999999,0
9245,2019-01-06 19:49:10,3549202406645667,fraud_Beier and Sons,6,47.71,Larry,Williams,1,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,1117492,1325879350,42.684374,-70.11674000000001,0
9246,2019-01-06 19:51:04,180048185037117,fraud_Crona and Sons,7,34.43,Mary,Wall,0,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,511599,1325879464,41.553848,-74.112075,0
9247,2019-01-06 19:52:12,4642255475285942,fraud_Leffler-Goldner,10,31.47,Sabrina,Johnson,0,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,1015502,1325879532,39.565695,-110.585517,0
9248,2019-01-06 19:52:41,213124978348176,fraud_Nolan-Williamson,7,4.34,Steven,Arnold,1,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,1131942,1325879561,42.302577,-77.221068,0
9249,2019-01-06 19:53:21,36721445180895,fraud_Dickinson Ltd,10,57.93,Cesar,Smith,1,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,307367,1325879601,41.999796,-74.821114,0
9250,2019-01-06 19:54:36,4981132848794,"fraud_Zemlak, Tillman and Cremin",10,28.16,Joseph,Spencer,1,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,825020,1325879676,39.476691,-81.21712099999999,0
9251,2019-01-06 19:56:14,4430881574719618,"fraud_Lesch, D'Amore and Brown",1,70.31,Alicia,Morales,0,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,1939-11-04,404128,1325879774,38.803785,-107.415355,0
9252,2019-01-06 19:56:26,3573386445588324,fraud_Runte-Mohr,1,96.72,Stephanie,Murphy,0,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,420885,1325879786,45.885723,-99.21409,0
9253,2019-01-06 19:56:50,3537797820923602,fraud_Abernathy and Sons,1,60.89,Christie,Mendoza,0,53142 Katrina Roads Suite 889,Monitor,WA,98836,47.4852,-120.4158,584,Medical technical officer,1969-03-20,1041034,1325879810,47.985539,-120.557409,0
9254,2019-01-06 19:56:55,4265776278887457,fraud_Leannon-Nikolaus,13,5.05,Christine,Best,0,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,998222,1325879815,35.283494,-91.837982,0
9255,2019-01-06 19:58:31,4509142395811241,"fraud_Konopelski, Schneider and Hartmann",1,1.84,Margaret,Williams,0,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,506137,1325879911,31.570482,-81.477127,0
9256,2019-01-06 19:59:37,4861310130652566408,fraud_Haag-Blanda,1,54.4,Ashley,Cruz,0,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,582955,1325879977,30.96168,-91.317564,0
9257,2019-01-06 19:59:52,4048508450704760,fraud_Schoen-Quigley,7,97.68,Cheryl,Melton,0,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,200065,1325879992,42.06473,-98.796028,0
9258,2019-01-06 20:00:22,4972228199573984,fraud_Ernser-Feest,6,1.67,Brian,Hogan,1,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,810899,1325880022,34.69497,-95.110768,0
9259,2019-01-06 20:00:30,4998109455173950,fraud_Rempel Inc,11,9.39,Mary,Pruitt,0,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,1210925,1325880030,38.588852,-95.410806,0
9260,2019-01-06 20:00:36,630451534402,"fraud_Lehner, Reichert and Mills",9,7.81,Rachel,Daniels,0,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,1042537,1325880036,47.176915,-87.549081,0
9261,2019-01-06 20:01:05,4294930380592,"fraud_Gutmann, McLaughlin and Wiza",6,152.42,Misty,Rivera,0,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,594898,1325880065,36.97703,-79.159358,0
9262,2019-01-06 20:01:36,3576431665303017,fraud_Weber and Sons,1,41.3,Jessica,Ward,0,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,447137,1325880096,32.832673,-112.311469,0
9263,2019-01-06 20:01:41,213141712584544,fraud_Stamm-Witting,11,514.22,Margaret,Curtis,0,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,1275451,1325880101,33.060423,-89.70684399999999,0
9264,2019-01-06 20:01:49,4378993458389626,fraud_Torp-Lemke,9,3.69,Travis,Hayes,1,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,1999-10-25,529562,1325880109,43.962724,-70.55075,0
9265,2019-01-06 20:02:02,3500969075198072,"fraud_Schroeder, Wolff and Hermiston",13,5.82,Kenneth,Sanchez,1,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,773511,1325880122,47.658828,-117.412889,0
9266,2019-01-06 20:02:10,180081032825079,fraud_Ziemann-Waters,5,51.39,Connie,Carroll,0,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,1955-04-03,955703,1325880130,33.603475,-90.360989,0
9267,2019-01-06 20:02:21,30103132002433,fraud_Dickinson Ltd,10,6.37,Stephanie,Middleton,0,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,797744,1325880141,40.99549,-78.516961,0
9268,2019-01-06 20:03:17,4048508450704760,"fraud_Zboncak, Rowe and Murazik",11,5.59,Cheryl,Melton,0,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,1209015,1325880197,40.595726,-97.442639,0
9269,2019-01-06 20:03:38,213141712584544,fraud_Kilback and Sons,0,206.77,Margaret,Curtis,0,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,1023000,1325880218,31.172164,-90.873184,0
9270,2019-01-06 20:04:19,213173753804333,fraud_Pollich LLC,6,1.75,Joseph,Wagner,1,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,41333,1325880259,41.825063,-86.764608,0
9271,2019-01-06 20:04:52,4149238353975790,fraud_Berge-Hills,7,46.82,Tanner,Carroll,1,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,280086,1325880292,40.229119,-80.69928900000001,0
9272,2019-01-06 20:07:35,345060451158891,"fraud_Berge, Kautzer and Harris",10,51.25,Brian,Perez,1,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,387018,1325880455,41.582344,-72.973569,0
9273,2019-01-06 20:07:40,4956828990005111019,fraud_Gleason-Macejkovic,11,3.42,Kenneth,Robinson,1,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,290787,1325880460,41.555476,-74.398138,0
9274,2019-01-06 20:09:04,371034293500716,fraud_Lynch-Wisozk,6,108.39,Jeremy,Jones,1,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,359386,1325880544,40.454592,-121.152388,0
9275,2019-01-06 20:09:28,4839615922685395,fraud_Adams-Barrows,5,30.81,Phillip,Robertson,1,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,484238,1325880568,39.512951,-87.267606,0
9276,2019-01-06 20:09:29,371009169330125,fraud_Stark-Batz,0,17.17,Randall,Burgess,1,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,2003-09-14,1115276,1325880569,32.10981,-83.379623,0
9277,2019-01-06 20:10:01,3577578023716568,"fraud_Roob, Conn and Tremblay",12,3.47,Debbie,Hughes,0,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,299640,1325880601,41.24415,-80.68695100000001,0
9278,2019-01-06 20:10:24,213136802746375,"fraud_Bahringer, Bergnaum and Quitzon",6,18.24,Christine,Davis,0,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20,1104265,1325880624,34.039827,-112.852729,0
9279,2019-01-06 20:10:36,3585052663373890,fraud_Erdman-Durgan,5,14.61,Jeffery,Brown,1,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,1145848,1325880636,42.95866,-75.473505,0
9280,2019-01-06 20:11:31,30153452207526,fraud_Schumm PLC,5,1.06,Robin,Smith,0,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,871459,1325880691,32.635353,-99.18443,0
9281,2019-01-06 20:11:54,213198837352314,"fraud_Schaefer, Fay and Hilll",0,60.77,John,Vega,1,4483 Sharp Ferry Apt. 468,Garfield,KS,67529,38.0649,-99.2374,365,Equality and diversity officer,1991-02-03,1156159,1325880714,38.339937,-98.27652,0
9282,2019-01-06 20:12:21,4348786085525522,fraud_Daugherty-Thompson,1,63.43,John,Nichols,1,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1979-01-08,634760,1325880741,45.410122,-88.979314,0
9283,2019-01-06 20:12:25,376012912828093,fraud_Gottlieb-Hansen,10,9.97,Nathan,Mayer,1,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1969-05-01,235823,1325880745,42.232,-88.741491,0
9284,2019-01-06 20:12:32,4587657402165341815,fraud_Hoppe-Parisian,7,3.93,Amber,Lewis,0,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,878344,1325880752,41.499038,-87.810761,0
9285,2019-01-06 20:13:32,38199021865320,fraud_Bernier and Sons,7,55.04,Jesse,Roberts,1,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,133550,1325880812,43.257362,-71.734477,0
9286,2019-01-06 20:13:53,370612217861404,"fraud_Bradtke, Torp and Bahringer",10,14.83,Amanda,Fitzgerald,0,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,232236,1325880833,40.313203,-75.464511,0
9287,2019-01-06 20:15:41,30026790933302,fraud_Connelly PLC,1,61.44,John,Peters,1,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,204736,1325880941,33.36461,-90.975481,0
9288,2019-01-06 20:16:42,4761403817546679245,"fraud_Koss, Hansen and Lueilwitz",6,121.35,Diana,Jacobs,0,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,34145,1325881002,36.527741,-91.170047,0
9289,2019-01-06 20:16:46,3590736522064285,fraud_Kerluke-Abshire,11,95.76,Kimberly,Gonzalez,0,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,999291,1325881006,33.928321999999994,-92.596867,0
9290,2019-01-06 20:16:54,2383461948823908,"fraud_Nicolas, Hills and McGlynn",0,1.93,Patrick,Vaughan,1,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,731335,1325881014,43.9309,-69.94071600000001,0
9291,2019-01-06 20:17:46,4026222041577,fraud_Crona and Sons,7,125.56,Debbie,Payne,0,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1977-05-18,1051621,1325881066,41.175411,-71.16623,0
9292,2019-01-06 20:18:20,3529597810116815,fraud_Reichel LLC,10,60.44,Pamela,Curtis,0,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1986-12-17,768636,1325881100,41.188566,-78.552631,0
9293,2019-01-06 20:19:10,2264937662466770,fraud_Denesik and Sons,12,4.24,Juan,Sherman,1,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,840038,1325881150,28.716608,-99.329925,0
9294,2019-01-06 20:19:12,3565943051129759,fraud_Roob-Okuneva,5,198.19,David,Thomas,1,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,847749,1325881152,41.797643,-93.861418,0
9295,2019-01-06 20:19:17,3514897282719543,fraud_Crooks and Sons,10,26.55,Steven,Faulkner,1,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,31888,1325881157,43.819655,-76.655987,0
9296,2019-01-06 20:19:48,377264520876399,"fraud_Schoen, Nienow and Bauch",10,1.3,Kara,Miles,0,2076 Thomas Roads Suite 970,Cassatt,SC,29032,34.3424,-80.5,4424,Lawyer,1961-07-31,726867,1325881188,34.249902,-80.40072099999999,0
9297,2019-01-06 20:19:55,4089096483689733451,fraud_Kutch-Ferry,6,16.99,Debra,Stark,0,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,1040438,1325881195,31.741484000000003,-95.479801,0
9298,2019-01-06 20:20:13,30026790933302,fraud_Upton PLC,0,88.29,John,Peters,1,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,331948,1325881213,32.776703999999995,-91.094008,0
9299,2019-01-06 20:20:16,373905417449658,fraud_Ernser-Lynch,1,8.21,Sarah,Bishop,0,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,794463,1325881216,32.054187,-97.569153,0
9300,2019-01-06 20:21:21,4476840372112,fraud_Osinski Inc,10,9.24,Steven,Walters,1,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,1237399,1325881281,34.619413,-86.195862,0
9301,2019-01-06 20:22:08,4171397999167005,fraud_Graham and Sons,5,3.57,Ashley,Mcdonald,0,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,1934-10-06,827951,1325881328,35.990105,-81.833972,0
9302,2019-01-06 20:22:08,4681699462969,fraud_Macejkovic-Lesch,12,6.14,Joseph,Gonzalez,1,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,1289089,1325881328,35.424592,-87.008634,0
9303,2019-01-06 20:22:42,2720433095629877,fraud_Pacocha-Weissnat,7,13.6,Mark,Wood,1,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,838474,1325881362,43.969313,-70.497023,0
9304,2019-01-06 20:22:50,3582754887089201,fraud_Fadel-Hilpert,5,101.95,Terrance,Mckinney,1,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,86800,1325881370,34.845329,-93.450772,0
9305,2019-01-06 20:22:53,4169759661243568,"fraud_Bradtke, Torp and Bahringer",10,74.84,Jamie,Carr,0,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,27463,1325881373,39.625448,-75.550618,0
9306,2019-01-06 20:24:55,3567697931646329,"fraud_Swaniawski, Lowe and Robel",12,217.09,John,Stevens,1,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,932645,1325881495,42.030892,-73.515188,0
9307,2019-01-06 20:25:18,30026790933302,fraud_Reichel LLC,10,72.49,John,Peters,1,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,678862,1325881518,32.048272999999995,-91.454146,0
9308,2019-01-06 20:25:22,630423337322,"fraud_Wuckert, Wintheiser and Friesen",6,22.62,Stephanie,Gill,0,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,909396,1325881522,48.973699,-118.139697,0
9309,2019-01-06 20:26:03,2254917871818484,fraud_Bahringer-Streich,1,2.99,Margaret,Gibson,0,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,1111410,1325881563,38.72685,-75.475369,0
9310,2019-01-06 20:26:45,30434173205605,fraud_Stoltenberg-Beatty,12,6.16,Kylie,Kirby,0,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,1069330,1325881605,45.278783,-123.179386,0
9311,2019-01-06 20:27:10,4560004149983868183,fraud_Terry-Huel,11,67.48,Stacy,Villegas,0,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,196385,1325881630,39.852779,-105.534579,0
9312,2019-01-06 20:27:14,6538441737335434,fraud_Lesch Ltd,12,116.86,Gina,Grimes,0,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,876352,1325881634,40.507899,-79.60931,0
9313,2019-01-06 20:27:37,3527536963490470,fraud_Bednar PLC,7,33.46,Teresa,Stein,0,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,565299,1325881657,32.521272,-80.85678,0
9314,2019-01-06 20:27:38,4383521454815,fraud_Towne LLC,9,4.27,John,Robertson,1,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,1138869,1325881658,40.628839,-85.284063,0
9315,2019-01-06 20:27:55,4334230547694630,fraud_Connelly-Carter,6,18.03,Scott,Martin,1,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,1208964,1325881675,42.963955,-111.294474,0
9316,2019-01-06 20:28:02,30143535920989,fraud_Kertzmann LLC,5,11.64,Lisa,Collins,0,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,913993,1325881682,39.198787,-75.065979,0
9317,2019-01-06 20:29:05,561942763351,"fraud_Dare, Casper and Bartoletti",7,38.7,Melissa,Brown,0,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986-03-14,119593,1325881745,39.041254,-76.22492,0
9318,2019-01-06 20:30:44,4312133045694601139,fraud_Stiedemann Ltd,1,3.8,Julian,Price,1,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,1977-06-12,537794,1325881844,40.136231,-76.82643900000001,0
9319,2019-01-06 20:30:46,3501942333500073,"fraud_Schaefer, Fay and Hilll",0,50.53,Lori,Bishop,0,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,504759,1325881846,34.220447,-112.247163,0
9320,2019-01-06 20:31:17,3518669219150142,fraud_Fisher-Schowalter,11,8.46,Dorothy,Thomas,0,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,31600,1325881877,39.392765,-84.336602,0
9321,2019-01-06 20:31:43,4736845434667908128,fraud_Wilkinson PLC,7,49.38,Toni,Gomez,0,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,202848,1325881903,44.364034,-74.204559,0
9322,2019-01-06 20:32:45,378904938837132,fraud_Jast Ltd,11,5.51,Tina,Zimmerman,0,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,328914,1325881965,34.822213,-97.820522,0
9323,2019-01-06 20:33:10,4239436242473,fraud_Medhurst Inc,6,80.29,James,Leon,1,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",1991-10-04,323364,1325881990,39.201672,-76.713246,0
9324,2019-01-06 20:33:43,4424338559877976,fraud_Daugherty LLC,7,63.47,Denise,Barnett,0,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,43565,1325882023,41.368579,-84.177027,0
9325,2019-01-06 20:34:42,3556613125071656,fraud_Auer-West,11,1.31,Jose,Vasquez,1,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,975144,1325882082,28.136573,-96.162253,0
9326,2019-01-06 20:34:54,340103199302564,fraud_Streich Ltd,6,18.9,Sophia,Dickson,0,9047 Rodriguez Turnpike,Gibsonville,NC,27249,36.1183,-79.5685,12486,Arboriculturist,1934-02-09,1185030,1325882094,37.106190000000005,-79.28732099999999,0
9327,2019-01-06 20:36:05,4917187576956394,fraud_Pollich LLC,6,29.32,Joel,Rivera,1,121 Solis Summit Apt. 934,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",1944-11-11,455767,1325882165,34.904315000000004,-96.025355,0
9328,2019-01-06 20:36:20,4658117080136,fraud_Crooks and Sons,10,102.14,Dwayne,Martinez,1,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,854253,1325882180,34.853188,-108.545204,0
9329,2019-01-06 20:37:36,4426075337087318654,fraud_Eichmann-Russel,9,403.31,Kyle,James,1,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1975-06-25,112666,1325882256,38.123218,-96.221411,0
